,term_begin_date,course_title,percentage_pass,total_count
7777,2019-08-26,Readings in 16th/17th Century Genres,100.0,8
7778,2019-08-26,Readings in Actuarial Science,100.0,1
7779,2019-08-26,Readings in American Literature III,100.0,10
7780,2019-08-26,Readings in Music Theory,100.0,2
7781,2019-08-26,Readings in Nonfiction,100.0,1
7782,2019-08-26,Readings in Philosophy,100.0,1
7783,2019-08-26,Readings in Statistics,100.0,2
7784,2019-08-26,Readings: Early American History,100.0,5
7785,2019-08-26,Readings: Islamic & Middle Eastern St,100.0,1
7786,2019-08-26,Real Estate Finance and Investments,100.0,18
7787,2019-08-26,Real Estate Process,98.21428571428571,56
7788,2019-08-26,Recent Advances in Periodontics,100.0,7
7789,2019-08-26,Recital Attendance,95.1048951048951,143
7790,2019-08-26,Recital Attendance for Non-Majors,96.95121951219512,164
7791,2019-08-26,Reconstruction and the Constitution,100.0,9
7792,2019-08-26,Recreation Administration,100.0,28
7793,2019-08-26,Recreation Leadership and Programming,93.75,32
7794,2019-08-26,Reed Class,100.0,12
7795,2019-08-26,Rehabilitation Techniques,100.0,2
7796,2019-08-26,Relaxation Techniques,0.0,5
7797,2019-08-26,Relief,100.0,12
7798,2019-08-26,Religion in America Today,100.0,34
7799,2019-08-26,Religions in a Global Context,87.87878787878788,33
7800,2019-08-26,Repertory Dance Company,100.0,9
7801,2019-08-26,Reproductive Endocrinology,0.0,2
7802,2019-08-26,Republican Literature,100.0,4
7803,2019-08-26,Research,100.0,12
7804,2019-08-26,Research Anthropology,100.0,2
7805,2019-08-26,Research Apprenticeship in Science Ed,100.0,5
7806,2019-08-26,Research Biochemistry,100.0,10
7807,2019-08-26,Research Biomedical Eng PhD Dissertation,100.0,14
7808,2019-08-26,Research Biomedicl Engineering MS Thesis,100.0,5
7809,2019-08-26,Research Chem/Biochem Engr PhD Diss,100.0,14
7810,2019-08-26,Research Civil & Environ Eng PhD Diss,100.0,1
7811,2019-08-26,Research Data Management,87.5,24
7812,2019-08-26,Research Mechanical Engineering PhD Diss,100.0,7
7813,2019-08-26,Research Mechanical Engineerng MS Thesis,100.0,2
7814,2019-08-26,Research Metaphysics and Epistemology,100.0,1
7815,2019-08-26,Research Methods,100.0,22
7816,2019-08-26,Research Methods and Ethics,100.0,9
7817,2019-08-26,Research Methods in Criminology,88.88888888888889,45
7818,2019-08-26,Research Methods in Human Factors Engr,100.0,5
7819,2019-08-26,Research Practice I,99.03846153846155,104
7820,2019-08-26,Research Practicum,100.0,5
7821,2019-08-26,Research Process and Design,100.0,23
7822,2019-08-26,Research Project,100.0,4
7823,2019-08-26,Research Projects,100.0,38
7824,2019-08-26,Research Techniques,100.0,5
7825,2019-08-26,Research Tutorial,100.0,4
7826,2019-08-26,Research and Scholarship Internship,100.0,1
7827,2019-08-26,Research and Writing in Geography,100.0,5
7828,2019-08-26,Research for Dissertation,100.0,2
7829,2019-08-26,Research in Anesthesia,0.0,3
7830,2019-08-26,Research in Emergency Medicine,0.0,2
7831,2019-08-26,Research in Endodontics,100.0,7
7832,2019-08-26,Research in Environmental Policy,100.0,1
7833,2019-08-26,Research in Family Medicine,0.0,3
7834,2019-08-26,Research in Internal Medicine,0.0,8
7835,2019-08-26,Research in Music Therapy-Graduate,100.0,5
7836,2019-08-26,Research in Neurology,0.0,2
7837,2019-08-26,Research in Obstetrics and Gynecology,0.0,3
7838,2019-08-26,Research in Ophthalmology,0.0,2
7839,2019-08-26,Research in Oral Science,100.0,21
7840,2019-08-26,Research in Orthopedics,0.0,3
7841,2019-08-26,Research in Otolaryngology,0.0,1
7842,2019-08-26,Research in Pathology,0.0,2
7843,2019-08-26,Research in Pediatrics,0.0,7
7844,2019-08-26,Research in Perfusion,100.0,5
7845,2019-08-26,Research in Psychiatry,0.0,2
7846,2019-08-26,Research in Radiology,0.0,2
7847,2019-08-26,Research in Surgery,0.0,7
7848,2019-08-26,Research in Urology,0.0,1
7849,2019-08-26,Research: Astronomy,100.0,4
7850,2019-08-26,Research: Free Radical & Radiation Biol,100.0,8
7851,2019-08-26,Research: Geoscience,100.0,9
7852,2019-08-26,Research: Indust Engineer PhD Dissertatn,100.0,6
7853,2019-08-26,Research: Indust Engineering MS Thesis,100.0,8
7854,2019-08-26,Research: Orthodontics,100.0,5
7855,2019-08-26,Research: Physics,100.0,13
7856,2019-08-26,Research: Special Topics,100.0,2
7857,2019-08-26,Resiliency and Your College Experience,100.0,27
7858,2019-08-26,Resources for Children,91.66666666666666,12
7859,2019-08-26,Responsible Research Political Science,100.0,12
7860,2019-08-26,Retail Strategies,100.0,32
7861,2019-08-26,Rhetoric,96.86790739900137,2203
7862,2019-08-26,Rhetorics of Diversity and Inclusion,100.0,21
7863,2019-08-26,Risk Communication,100.0,16
7864,2019-08-26,Risk Management,100.0,24
7865,2019-08-26,River Crossing Family Medicine Clerkship,0.0,1
7866,2019-08-26,Robotic Art Studio,100.0,6
7867,2019-08-26,Roman Archaeology,91.11111111111111,45
7868,2019-08-26,Roman Civilization,96.42857142857143,28
7869,2019-08-26,Romani (Gypsy) Eastern Europe Cultures,100.0,58
7870,2019-08-26,"Rsch Oral Pathology, Radiology, Medicine",100.0,2
7871,2019-08-26,"Rsch, Assmnt & Eval in Higher Education",100.0,9
7872,2019-08-26,Rsrch Methds & Data Analysis in Psych II,91.35802469135803,162
7873,2019-08-26,Rsrch Methodology for Radiation Sciences,100.0,36
7874,2019-08-26,Rsrch Methods & Data Analysis in Psych I,95.27027027027027,296
7875,2019-08-26,Rural Emergency Medicine Burlington IA,0.0,2
7876,2019-08-26,Russia Today,93.22033898305084,59
7877,2019-08-26,Russian Lit in Translation 1860-1917,100.0,9
7878,2019-08-26,"Russian Sports: Politics, Scandal, Glory",100.0,17
7879,2019-08-26,STEM Independent Research,94.73684210526315,19
7880,2019-08-26,STEM Research and Leadership Seminar,100.0,10
7881,2019-08-26,STEM Through Mathematical Modeling,88.0,25
7882,2019-08-26,"SW Pract w/Individuals, Families, Groups",97.10144927536231,69
7883,2019-08-26,Safety Engineering,100.0,25
7884,2019-08-26,Sales Management,100.0,39
7885,2019-08-26,Sales in Sport,95.08196721311475,122
7886,2019-08-26,Scandinavian Crime Fiction,82.75862068965517,29
7887,2019-08-26,Scene Design I,100.0,11
7888,2019-08-26,Scene Design III,100.0,2
7889,2019-08-26,Scenic Art,100.0,12
7890,2019-08-26,Scholarly Professionalism & Integrity I,100.0,7
7891,2019-08-26,School Couns Program Leadership & Mgt,100.0,5
7892,2019-08-26,Science Communication Skill Building,100.0,12
7893,2019-08-26,Science Communication and Engagement,100.0,1
7894,2019-08-26,Science Mthds I: Early Lrnrs & Field Exp,100.0,13
7895,2019-08-26,Science Mthds III: High Sch & Field Exp,100.0,12
7896,2019-08-26,Scientific Communication in Psychology,87.5,16
7897,2019-08-26,Scientific Computing & Machine Learning,100.0,45
7898,2019-08-26,Scientific Writing,100.0,3
7899,2019-08-26,Screenwriting Fundamentals,95.65217391304348,23
7900,2019-08-26,Screenwriting: Long Form,94.11764705882352,17
7901,2019-08-26,Screenwriting: Short Form,100.0,16
7902,2019-08-26,Script Analysis,91.42857142857143,35
7903,2019-08-26,Sec Ed Orientation & Classroom Manage,100.0,49
7904,2019-08-26,Sec English/Lang Arts & Field Experience,100.0,15
7905,2019-08-26,Second Language Classroom Learning,100.0,30
7906,2019-08-26,Second-Year Chinese: First Semester,100.0,28
7907,2019-08-26,Second-Year Greek I,75.0,4
7908,2019-08-26,Second-Year Japanese: First Semester,90.0,30
7909,2019-08-26,Second-Year Korean: First Semester,100.0,15
7910,2019-08-26,Second-Year Russian I,100.0,17
7911,2019-08-26,Secondary Performance-Composition,0.0,1
7912,2019-08-26,Secondary Performance-Voice,100.0,1
7913,2019-08-26,Secondary Reading Instruction,100.0,17
7914,2019-08-26,Sectional Anatomy for Imaging Sciences,100.0,1
7915,2019-08-26,Securities Regulation,100.0,20
7916,2019-08-26,Sedimentary Geology,100.0,26
7917,2019-08-26,Select Applications Operative Dentistry,100.0,10
7918,2019-08-26,Selected American Authors After 1900,100.0,22
7919,2019-08-26,Selected American Authors Before 1900,93.75,16
7920,2019-08-26,Selected Applications of Statistics,100.0,14
7921,2019-08-26,Selected British Authors After 1900,100.0,12
7922,2019-08-26,Selected British Authors Before 1900,100.0,25
7923,2019-08-26,Selected Issues in Family Law,100.0,11
7924,2019-08-26,Selected Works of the Middle Ages,92.3076923076923,26
7925,2019-08-26,Sem Educ Psychology I Current Topics,100.0,6
7926,2019-08-26,Sem: Adv Topics Behav & Cog Neuroscience,100.0,3
7927,2019-08-26,Sem: Select Topics in Deviance & Control,100.0,7
7928,2019-08-26,Sem: Selected Topics Social Psychology,92.3076923076923,13
7929,2019-08-26,Seminar,100.0,8
7930,2019-08-26,Seminar Adv Band Literature/Band History,100.0,4
7931,2019-08-26,Seminar Current Issues in Art Education,100.0,1
7932,2019-08-26,Seminar Curriculum and Student Teaching,100.0,31
7933,2019-08-26,Seminar Ethics,100.0,5
7934,2019-08-26,Seminar Exp Approaches Counsel Research,100.0,25
7935,2019-08-26,Seminar Philosophical Analysis,100.0,5
7936,2019-08-26,Seminar Research & Current Issues,100.0,6
7937,2019-08-26,Seminar Social Work Theory and Knowledge,100.0,4
7938,2019-08-26,Seminar in College Teaching,100.0,5
7939,2019-08-26,Seminar in Comparative Literature,100.0,7
7940,2019-08-26,Seminar in Consumer Behavior-PhD,100.0,13
7941,2019-08-26,Seminar in Corporate Finance,100.0,8
7942,2019-08-26,Seminar in Endodontics I,100.0,5
7943,2019-08-26,Seminar in Endodontics III,100.0,3
7944,2019-08-26,Seminar in Entrepreneurship,94.11764705882352,17
7945,2019-08-26,Seminar in Finance,100.0,8
7946,2019-08-26,Seminar in Gifted Education,100.0,1
7947,2019-08-26,Seminar in Health Policy,100.0,5
7948,2019-08-26,Seminar in International Business,100.0,30
7949,2019-08-26,Seminar in Media Communication,100.0,5
7950,2019-08-26,Seminar in Music Recording and Research,100.0,8
7951,2019-08-26,Seminar in Rhetorical Theory,100.0,18
7952,2019-08-26,Seminar in Selected Accounting Topics,100.0,4
7953,2019-08-26,Seminar in Strategic Management I,100.0,40
7954,2019-08-26,Seminar in Supervision,100.0,13
7955,2019-08-26,Seminar on Healthy Work Environments,100.0,3
7956,2019-08-26,Seminar on Innovations,100.0,1
7957,2019-08-26,Seminar on Teacher Education,100.0,6
7958,2019-08-26,Seminar: Acceptance & Commitment Therapy,100.0,5
7959,2019-08-26,Seminar: American Literature and Culture,100.0,8
7960,2019-08-26,Seminar: Analytical Chemistry,100.0,6
7961,2019-08-26,Seminar: Biological Anthropology,80.0,5
7962,2019-08-26,Seminar: Choral Literature & Analysis I,100.0,3
7963,2019-08-26,Seminar: Cognitive Psychology,100.0,6
7964,2019-08-26,Seminar: Cultural Studies,100.0,14
7965,2019-08-26,Seminar: Evidence-Based Practice,100.0,24
7966,2019-08-26,Seminar: Inorganic Chemistry,100.0,6
7967,2019-08-26,Seminar: Issues/Trends in Couns Research,100.0,12
7968,2019-08-26,Seminar: Linguistic Anthropology,100.0,12
7969,2019-08-26,Seminar: Mass Communication,100.0,10
7970,2019-08-26,Seminar: Neuropsychology & Neuroscience,100.0,2
7971,2019-08-26,Seminar: Organic Chemistry,100.0,9
7972,2019-08-26,Seminar: Orientation to Clinical Researc,100.0,3
7973,2019-08-26,Seminar: Physical and Environmental Chem,100.0,4
7974,2019-08-26,Seminar: Problems in Modern Fiction,100.0,3
7975,2019-08-26,Seminar: Problems in Modern Poetry,100.0,6
7976,2019-08-26,Seminar: Research Topic in Education,100.0,4
7977,2019-08-26,Seminar: Sngl Subj Design Rsch,100.0,4
7978,2019-08-26,Seminar: Victorian Literature,100.0,8
7979,2019-08-26,Seminar: Zooarchaeology,100.0,4
7980,2019-08-26,Senior Honors Thesis,100.0,1
7981,2019-08-26,Senior Project in Music Therapy,100.0,2
7982,2019-08-26,Senior Recital,100.0,5
7983,2019-08-26,Senior Research Project/Paper,0.0,1
7984,2019-08-26,Senior Seminar,100.0,8
7985,2019-08-26,Senior Seminar in Dance,100.0,9
7986,2019-08-26,Senior Thesis,100.0,1
7987,2019-08-26,Separations,97.5609756097561,41
7988,2019-08-26,Sequential Art: Comics/Graphic Novels,86.66666666666667,15
7989,2019-08-26,Service Playing and Improvisation,100.0,5
7990,2019-08-26,Severe and Unusual Weather,95.23809523809523,42
7991,2019-08-26,Sewing Techniques for Theatre Costuming,100.0,9
7992,2019-08-26,Sex & Popular Culture in America,97.76119402985076,134
7993,2019-08-26,Sexual Comm in Personal Relationships,94.91525423728814,59
7994,2019-08-26,Sexuality Within the Helping Professions,87.87878787878788,33
7995,2019-08-26,Sexuality in the United States,92.0,25
7996,2019-08-26,Shakespeare,95.1219512195122,41
7997,2019-08-26,Shakespeare the Dramatist,100.0,9
7998,2019-08-26,Short-Form Media Production,100.0,15
7999,2019-08-26,Silkscreen,90.9090909090909,11
8000,2019-08-26,Simulation in Medical Education,0.0,1
8001,2019-08-26,Skeletal Muscle Physiology,75.0,20
8002,2019-08-26,"Slavery Museums, Memorials and Statues",100.0,13
8003,2019-08-26,Slavic Folklore,88.65979381443299,194
8004,2019-08-26,"Sleep, Sleep Depriv & Sleep Disorders",100.0,39
8005,2019-08-26,Small Jazz Ensembles,100.0,8
8006,2019-08-26,Soc & Ed Applicatn Earth Sci & Envir Sci,100.0,11
8007,2019-08-26,Soc/Cultural/Public Hlth Issues Ped Dent,100.0,5
8008,2019-08-26,Social Cognition,93.33333333333333,30
8009,2019-08-26,Social Context and Family Research,100.0,6
8010,2019-08-26,Social Entrepreneurship,98.88888888888889,90
8011,2019-08-26,Social Inequality,93.80530973451327,113
8012,2019-08-26,Social Justice and Social Welfare in US,95.62043795620438,137
8013,2019-08-26,Social Media Marketing,100.0,43
8014,2019-08-26,Social Media Marketing for Business,100.0,44
8015,2019-08-26,Social Media Today,97.94520547945206,146
8016,2019-08-26,Social Media and Society,89.28571428571429,28
8017,2019-08-26,Social Studies for Elementary Teachers,100.0,81
8018,2019-08-26,Social Welfare Policy and Practice,100.0,70
8019,2019-08-26,Social Work Practice and Use of DSM,100.0,56
8020,2019-08-26,Social Work Proseminar,100.0,2
8021,2019-08-26,Social Work in Criminal Justice System,100.0,28
8022,2019-08-26,Social and Personality Development,91.66666666666666,48
8023,2019-08-26,Sociological Theory,96.55172413793103,87
8024,2019-08-26,Sociology of Health,100.0,10
8025,2019-08-26,Sociology of Sexuality,93.87755102040816,49
8026,2019-08-26,Sociology of White-Collar Crime,98.07692307692307,52
8027,2019-08-26,Software Design,100.0,23
8028,2019-08-26,Software Engineering Languages and Tools,81.9672131147541,61
8029,2019-08-26,Solid and Hazardous Wastes,86.11111111111111,36
8030,2019-08-26,Solid-State and Materials Chemistry,100.0,18
8031,2019-08-26,"South Asia: Politics, Identity, Conflict",100.0,21
8032,2019-08-26,Spanish American Short Story,100.0,19
8033,2019-08-26,Spanish Language Skills: Speaking,97.75280898876404,89
8034,2019-08-26,Spanish Language Skills: Writing,98.68421052631578,76
8035,2019-08-26,Spanish Major Ambassadors,100.0,4
8036,2019-08-26,Spanish Pronunciation,100.0,19
8037,2019-08-26,Spanish Renaissance & Baroque Literature,100.0,12
8038,2019-08-26,Spanish for Heritage Speakers,87.5,16
8039,2019-08-26,Spanish for International Business,100.0,13
8040,2019-08-26,Spanish in the Community,100.0,19
8041,2019-08-26,Spanish in the U.S.,100.0,31
8042,2019-08-26,Spc Std Piano Accompmnt & Chamber Music,100.0,5
8043,2019-08-26,Speaking Skills,100.0,18
8044,2019-08-26,Speaking and Reading,99.18032786885246,244
8045,2019-08-26,Special Project,100.0,1
8046,2019-08-26,Special Project for Graduate Students,100.0,1
8047,2019-08-26,Special Project for Undergraduates,100.0,4
8048,2019-08-26,Special Projects,100.0,3
8049,2019-08-26,Special Projects for Undergraduates,100.0,29
8050,2019-08-26,Special Studies,95.23809523809523,21
8051,2019-08-26,Special Studies Piano Literature,100.0,3
8052,2019-08-26,Special Studies in Music Therapy,100.0,10
8053,2019-08-26,Special Study On Campus,0.0,1
8054,2019-08-26,Special Topics,100.0,29
8055,2019-08-26,Special Topics I,91.22807017543859,57
8056,2019-08-26,Special Topics in Chemistry Education,100.0,15
8057,2019-08-26,Special Topics in Industrial Engineering,100.0,1
8058,2019-08-26,Special Topics in Physics,92.3076923076923,26
8059,2019-08-26,Special Topics in Playwriting,100.0,24
8060,2019-08-26,Special Topics in Politics,95.23809523809523,21
8061,2019-08-26,Special Topics in Theory and Analysis,100.0,17
8062,2019-08-26,Special Work,100.0,2
8063,2019-08-26,Sport Business Practices,92.5,80
8064,2019-08-26,Sport Event Management,92.10526315789474,76
8065,2019-08-26,Sport Law for Interscholastic AD,68.42105263157895,19
8066,2019-08-26,Sport and Exercise Nutrition,94.0,50
8067,2019-08-26,Sport and Globalization,97.2972972972973,37
8068,2019-08-26,Sport and Recreation Field Experience,96.7479674796748,123
8069,2019-08-26,Sport and Recreation Promotion,94.79166666666666,96
8070,2019-08-26,Sport and the Media,100.0,41
8071,2019-08-26,"Sport, Scandal, & Strategic Comm",100.0,40
8072,2019-08-26,Sports Officiating Rules/Theories/Issues,88.88888888888889,36
8073,2019-08-26,Sports Skills and Drills,0.0,2
8074,2019-08-26,Sports Writing,100.0,19
8075,2019-08-26,Sr Elec and Computer Engineering Design,100.0,17
8076,2019-08-26,Staffing and Talent Management,100.0,25
8077,2019-08-26,Stage Management I,88.88888888888889,9
8078,2019-08-26,Stage Management Seminar,100.0,4
8079,2019-08-26,Stage Management: Special Topics,100.0,8
8080,2019-08-26,Standup Comedy Practicum,100.0,15
8081,2019-08-26,"Stars, Galaxies, and the Universe",92.01520912547528,263
8082,2019-08-26,Starting Up the Arts Start-up,100.0,7
8083,2019-08-26,Stat/Comp Analysis Weather/Climate Data,100.0,6
8084,2019-08-26,State Constitutional Law,100.0,7
8085,2019-08-26,Statistical Inference I,100.0,24
8086,2019-08-26,Statistical Learning,98.21428571428571,56
8087,2019-08-26,Statistical Methods and Computing,90.14084507042254,71
8088,2019-08-26,Statistical Methods for Dental Research,100.0,27
8089,2019-08-26,Statistical Physics,92.5925925925926,27
8090,2019-08-26,Statistics and Society,98.73417721518987,79
8091,2019-08-26,Statistics for Business,82.11382113821138,492
8092,2019-08-26,Statistics for Economics,100.0,11
8093,2019-08-26,Statistics for Experimenters,100.0,14
8094,2019-08-26,Statistics for Risk Modeling,100.0,16
8095,2019-08-26,Stellar Astrophysics,100.0,14
8096,2019-08-26,Stem Cells in Regenerative Engineering,100.0,20
8097,2019-08-26,Steps to Success for TRIO: Step I,98.48484848484848,66
8098,2019-08-26,Steps to Success for TRIO: Step II,94.28571428571428,70
8099,2019-08-26,Steps to Success for TRIO: Step III,96.66666666666667,60
8100,2019-08-26,Steps to Success for TRIO: Step IV,96.0,50
8101,2019-08-26,Stereotyping and Prejudice,92.5925925925926,27
8102,2019-08-26,Stochastic Modeling,92.85714285714286,42
8103,2019-08-26,Stomatology Literature Review,100.0,4
8104,2019-08-26,Strategic Brand Positioning,88.88888888888889,9
8105,2019-08-26,Strategic Communication Externship,100.0,1
8106,2019-08-26,Strategic Communication Writing,100.0,38
8107,2019-08-26,Strategic Communications Research,89.47368421052632,19
8108,2019-08-26,Strategic Cost Analysis,94.11764705882352,34
8109,2019-08-26,Strategic Global Communication,100.0,9
8110,2019-08-26,Strategic Health Care Communication,100.0,7
8111,2019-08-26,Strategic Human Resource Management,100.0,45
8112,2019-08-26,Strategic Management of Change,100.0,36
8113,2019-08-26,Strategic Planning and Marketing,100.0,24
8114,2019-08-26,Strategic Political Communication,83.33333333333334,6
8115,2019-08-26,Strategies for Veteran Success,93.33333333333333,15
8116,2019-08-26,"Strategy, Innovation, Global Competition",100.0,12
8117,2019-08-26,String Chamber Music,100.0,1
8118,2019-08-26,Structural Disorders,100.0,26
8119,2019-08-26,Structural Modeling & Health Monitoring,100.0,11
8120,2019-08-26,Structures of Spanish: Words & Sentences,100.0,39
8121,2019-08-26,Student Practicum in Policing,100.0,20
8122,2019-08-26,Studies in Film and Music,100.0,27
8123,2019-08-26,"Sub-I in Family Medicine, Cedar Rapids",0.0,1
8124,2019-08-26,"Sub-I in Family Medicine, Waterloo",0.0,1
8125,2019-08-26,"Sub-I in Rural Family Medicine, Algona",0.0,1
8126,2019-08-26,Subinternship Family Medicine Davenport,0.0,1
8127,2019-08-26,"Subinternship Gen Internal Med & ICU, DM",0.0,2
8128,2019-08-26,Subinternship Mood/Psychotic Disorders,0.0,2
8129,2019-08-26,Subinternship in Family Medicine,0.0,2
8130,2019-08-26,Subinternship in General Surgery,0.0,4
8131,2019-08-26,Subinternship in Internal Medicine,0.0,12
8132,2019-08-26,Subinternship in Medical Psychiatry,0.0,3
8133,2019-08-26,Subinternship in Orthopedics,0.0,3
8134,2019-08-26,Substance Abuse,89.13043478260869,46
8135,2019-08-26,Substance Use and Abuse,92.85714285714286,28
8136,2019-08-26,Supplemental Chemistry Lab,100.0,1
8137,2019-08-26,Supreme Court Seminar,100.0,15
8138,2019-08-26,Surgery Off Campus,0.0,4
8139,2019-08-26,Surgical Oral Pathology,100.0,2
8140,2019-08-26,Surgical Orthodontic Seminar,100.0,10
8141,2019-08-26,Surgical and Neurosciences Intensive Car,0.0,2
8142,2019-08-26,Survey of Song Literature I,100.0,2
8143,2019-08-26,Survival Data Analysis,100.0,12
8144,2019-08-26,Sustainable and Green Building Concepts,76.47058823529412,17
8145,2019-08-26,Switching Theory,87.5,8
8146,2019-08-26,Symphony Band/Concert Band,100.0,114
8147,2019-08-26,Systemic Disease Manifestations,100.0,81
8148,2019-08-26,"Systems, Instrum, and Data Acquisition",100.0,62
8149,2019-08-26,TA Pedagogy Colloquium,100.0,35
8150,2019-08-26,Target-Organ Toxicity,100.0,16
8151,2019-08-26,Tax Practice and Procedure,100.0,14
8152,2019-08-26,Tax Practicum (VITA) I,93.97590361445783,83
8153,2019-08-26,Teaching & Learning in Higher Education,100.0,21
8154,2019-08-26,Teaching Chinese as a Second Language I,100.0,9
8155,2019-08-26,Teaching Elective in Regional Anatomy,0.0,2
8156,2019-08-26,Teaching Internship in Biology,100.0,20
8157,2019-08-26,Teaching K-12 Second Language Learners,100.0,24
8158,2019-08-26,Teaching Learning in Anatomical Sciences,100.0,5
8159,2019-08-26,Teaching Methods and Evaluation,100.0,22
8160,2019-08-26,Teaching Methods in Medical Education,0.0,5
8161,2019-08-26,Teaching Music History and Culture,100.0,18
8162,2019-08-26,Teaching and Learning Languages,100.0,14
8163,2019-08-26,Teaching in a Writing Center,100.0,1
8164,2019-08-26,Teaching/Learning for Global Perspective,90.0,10
8165,2019-08-26,Team and Leadership Fundamentals I,100.0,13
8166,2019-08-26,Team and Project Management,100.0,19
8167,2019-08-26,Technical Oral & Maxillofacial Radiology,100.0,2
8168,2019-08-26,Techniques of Conducting,100.0,46
8169,2019-08-26,Technology Integration in K-12 Schools,100.0,16
8170,2019-08-26,Technology in Law Practice,100.0,10
8171,2019-08-26,Technology in the Classroom,98.34710743801654,121
8172,2019-08-26,Tectonics and Petrology Seminar,100.0,9
8173,2019-08-26,Textile Printing and Surface Design,100.0,12
8174,2019-08-26,Texts & Contexts: French-Speaking World,96.29629629629629,27
8175,2019-08-26,The Adolescent and Young Adult,100.0,11
8176,2019-08-26,The American Family,100.0,55
8177,2019-08-26,The Ancient African Past,92.85714285714286,28
8178,2019-08-26,The Art and Craft of Humor Writing,94.44444444444444,18
8179,2019-08-26,The Art of Persuading Others,89.36170212765957,188
8180,2019-08-26,The Art of Revision: Writing for Clarity,97.67441860465115,43
8181,2019-08-26,The Art of Smartphone Filmmaking,94.11764705882352,17
8182,2019-08-26,The Arts in Performance,100.0,22
8183,2019-08-26,The Bible and the Holocaust,100.0,17
8184,2019-08-26,The Business of Sport Communication,97.67441860465115,43
8185,2019-08-26,The Care of the Frail Elderly,100.0,3
8186,2019-08-26,The Civil Rights Movement,92.3076923076923,26
8187,2019-08-26,The Contemporary Dance Scene,100.0,11
8188,2019-08-26,The Craft and Contexts of Translation,100.0,17
8189,2019-08-26,The Dead Sea Scrolls,83.33333333333334,12
8190,2019-08-26,The Economy of Experience,100.0,26
8191,2019-08-26,The English Bible,100.0,24
8192,2019-08-26,The Experience Economy,96.29629629629629,27
8193,2019-08-26,The Global Economy,94.64285714285714,56
8194,2019-08-26,The Global Environment,87.5,80
8195,2019-08-26,The Global Environment Lab,100.0,18
8196,2019-08-26,The Hispanic World in the Digital Era,94.73684210526315,19
8197,2019-08-26,The History That Made Our World,92.1875,128
8198,2019-08-26,The History and Science of Oil,94.5945945945946,74
8199,2019-08-26,The Interpretation of Literature,94.58128078817734,1624
8200,2019-08-26,The Invention of Writing,94.11764705882352,17
8201,2019-08-26,The Italian American Experience,96.55172413793103,29
8202,2019-08-26,The Judicial Process,76.47058823529412,34
8203,2019-08-26,The Marginalized in Renaissance Art,95.45454545454545,22
8204,2019-08-26,The Meaning of Life,87.89546079779917,727
8205,2019-08-26,The Modern World,94.20289855072464,138
8206,2019-08-26,The Nature of Science,100.0,12
8207,2019-08-26,The Passport Project,95.57522123893806,113
8208,2019-08-26,The Politics of International Economics,93.10344827586206,58
8209,2019-08-26,The Presidency,98.73417721518987,79
8210,2019-08-26,The Sentence: Strategies for Writing,95.55555555555556,45
8211,2019-08-26,The Social Psychology of Leadership,100.0,67
8212,2019-08-26,The Structure of English,100.0,22
8213,2019-08-26,The Structure of German,100.0,16
8214,2019-08-26,The Third Reich and Literature,90.2439024390244,41
8215,2019-08-26,The U.S. Congress,87.71929824561403,57
8216,2019-08-26,The West and the World: Ancient,97.5609756097561,41
8217,2019-08-26,The West and the World: Modern,86.66666666666667,30
8218,2019-08-26,Theatre Movement,86.66666666666667,15
8219,2019-08-26,Theatre Technology,90.0,30
8220,2019-08-26,Theatre and Society Romantics and Rebels,100.0,13
8221,2019-08-26,Themes in Global Art,86.66666666666667,45
8222,2019-08-26,Theoretical Numerical Analysis I,100.0,7
8223,2019-08-26,Theories of Mass Communication,100.0,8
8224,2019-08-26,Theory & Technique in Educatnl Measurmnt,100.0,9
8225,2019-08-26,Theory and Ethics of Coaching,100.0,30
8226,2019-08-26,Theory of Biostatistics I,100.0,11
8227,2019-08-26,Theory of Computation,93.33333333333333,45
8228,2019-08-26,Therapeutic Interventions,100.0,2
8229,2019-08-26,Therapeutic Recreation Administration,86.66666666666667,15
8230,2019-08-26,Therapeutic Recreation: Clientele,100.0,11
8231,2019-08-26,Therapeutic Recreation: Rehabilitation,100.0,27
8232,2019-08-26,Thesis,100.0,16
8233,2019-08-26,Thesis Mgmt & Organ,100.0,4
8234,2019-08-26,Thesis Writing Seminar,100.0,8
8235,2019-08-26,Thesis in Business,100.0,6
8236,2019-08-26,Thesis in Economics,100.0,7
8237,2019-08-26,Thesis in Finance - M.S. in Finance,100.0,1
8238,2019-08-26,Thesis in Management Sciences,100.0,3
8239,2019-08-26,Thesis in Marketing,100.0,1
8240,2019-08-26,Thesis in Nonfiction Writing,100.0,1
8241,2019-08-26,Thesis: Dental Public Health,100.0,1
8242,2019-08-26,Thesis: M.S.,100.0,1
8243,2019-08-26,Thesis: Ph.D.,100.0,6
8244,2019-08-26,Thesis: Rehabilitation Science,100.0,1
8245,2019-08-26,Third Year Undergrad Public Health Sem,0.0,1
8246,2019-08-26,Third-Year Chinese: First Semester,100.0,13
8247,2019-08-26,Third-Year French,97.2972972972973,37
8248,2019-08-26,Third-Year Japanese I,96.15384615384616,26
8249,2019-08-26,Third-Year Korean: First Semester,100.0,15
8250,2019-08-26,Third-Year Russian I,90.0,10
8251,2019-08-26,Thry Cnsl & Human Dev Across Life Span,100.0,31
8252,2019-08-26,Tiberius to Trajan,100.0,5
